wodbus_entrytimestamp,qb50p1_v2_wod_bus_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodbus_entrytime,wodbus_entrynumber,wodbus_validitybits_1,wodbus_validitybits_2,wodbus_validitybits_3,wodbus_valid_panel_0,wodbus_valid_panel_1,wodbus_valid_panel_2,wodbus_valid_panel_3,wodbus_valid_panel_4,wodbus_valid_trxuv_tlm,wodbus_valid_trxuv_state,wodbus_valid_eps,wodbus_valid_ants_state_a,wodbus_valid_ants_state_b,wodbus_valid_ants_temp_a,wodbus_valid_ants_temp_b,wodbus_valid_adcs_pwrtemp,wodbus_valid_adcs_state,wodbus_valid_adcs_meas_calibrated,wodbus_valid_adcs_meas_raw,wodbus_valid_obcsupervisor,wodbus_valid_obcepoch,wodbus_valid_obcrtcworking,wodbus_valid_adcs_actcmds,wodbus_valid_qarman_tcs,wodbus_valid_suthermocouple,wodbus_panels_temp_xp,wodbus_panels_temp_xm,wodbus_panels_temp_yp,wodbus_panels_temp_ym,wodbus_panels_temp_zm,wodbus_trxuv_rxdoppler,wodbus_trxuv_rxrssi,wodbus_trxuv_txreflpower,wodbus_trxuv_txfwdpower,wodbus_trxuv_txcurrent,wodbus_trxuv_rxcurrent,wodbus_trxuv_patemp,wodbus_trxuv_busvolt,wodbus_trxuv_tx_mode,wodbus_trxuv_tx_bitrate,wodbus_truxv_tx_dltype,wodbus_truxv_tx_beacon,wodbus_truxv_tx_idlemode,wodbus_ants_a_status,wodbus_ants_a_status_armed,wodbus_ants_a_status_ant4deploying,wodbus_ants_a_status_ant4timeout,wodbus_ants_a_status_ant4undeployed,wodbus_ants_a_status_ant3deploying,wodbus_ants_a_status_ant3timeout,wodbus_ants_a_status_ant3undeployed,wodbus_ants_a_status_ignoreflag,wodbus_ants_a_status_ant2deploying,wodbus_ants_a_status_ant2timeout,wodbus_ants_a_status_ant2undeployed,wodbus_ants_a_status_ant1deploying,wodbus_ants_a_status_ant1timeout,wodbus_ants_a_status_ant1undeployed,wodbus_ants_a_temp,wodbus_ants_b_status,wodbus_ants_b_status_armed,wodbus_ants_b_status_ant4deploying,wodbus_ants_b_status_ant4timeout,wodbus_ants_b_status_ant4undeployed,wodbus_ants_b_status_ant3deploying,wodbus_ants_b_status_ant3timeout,wodbus_ants_b_status_ant3undeployed,wodbus_ants_b_status_ignoreflag,wodbus_ants_b_status_ant2deploying,wodbus_ants_b_status_ant2timeout,wodbus_ants_b_status_ant2undeployed,wodbus_ants_b_status_ant1deploying,wodbus_ants_b_status_ant1timeout,wodbus_ants_b_status_ant1undeployed,wodbus_ants_b_temp,wodbus_hksup_spicommandstatus,wodbus_hksup_enable_status,wodbus_hksup_enable_status_powerobc,wodbus_hksup_enable_status_powerrtc,wodbus_hksup_enable_status_isinsupervisormode,wodbus_hksup_enable_status_busyrtc,wodbus_hksup_enable_status_poweroffrtc,wodbus_obcsup_sup_uptime,wodbus_obcsup_iobc_uptime,wodbus_obcsup_iobc_resetcount,wodbus_obcsup_temp,wodbus_obcsup_3v3in,wodbus_obcsup_3v3,wodbus_obcsup_ref2v5,wodbus_obcsup_1v8,wodbus_obcsup_1v0,wodbus_obcsup_curr3v3,wodbus_obcsup_curr1v8,wodbus_obcsup_curr1v0,wodbus_obcsup_vrtc,wodbus_obcsup_adc_updateflag,wodbus_obcsup_crc8,wodbus_hkobc_safeflag_lasttrg,wodbus_hkobc_safeflag_uptime,wodbus_hkobc_obc_epoch,wodbus_hkobc_adcsmode,wodbus_hkobc_dboard_switches,wodbus_hkobc_dboard_switch3v3,wodbus_hkobc_dboard_switch5v,wodbus_hkobc_dboard_switchbatv,wodbus_hkobc_bootcounter,wodbus_hkobc_uptime,wodbus_hkobc_opmode,wodbus_qarman_tc1_ocfault,wodbus_qarman_tc1_scgfault,wodbus_qarman_tc1_scvfault,wodbus_qarman_tc1_tempint_neg,wodbus_qarman_tc1_tempint,wodbus_qarman_tc1_fault,wodbus_qarman_tc1_temptc_neg,wodbus_qarman_tc1_temptc,wodbus_qarman_tc2_ocfault,wodbus_qarman_tc2_scgfault,wodbus_qarman_tc2_scvfault,wodbus_qarman_tc2_tempint_neg,wodbus_qarman_tc2_tempint,wodbus_qarman_tc2_fault,wodbus_qarman_tc2_temptc_neg,wodbus_qarman_tc2_temptc,wodbus_qarman_tc3_ocfault,wodbus_qarman_tc3_scgfault,wodbus_qarman_tc3_scvfault,wodbus_qarman_tc3_tempint_neg,wodbus_qarman_tc3_tempint,wodbus_qarman_tc3_fault,wodbus_qarman_tc3_temptc_neg,wodbus_qarman_tc3_temptc,wodbus_suthermocouple,qb50p1_v2_wod_eps_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodeps_entrytime,wodeps_entrynumber,wodeps_validitybits_1,wodeps_validitybits_2,wodeps_validitybits_3,wodeps_valid_panel_0,wodeps_valid_panel_1,wodeps_valid_panel_2,wodeps_valid_panel_3,wodeps_valid_panel_4,wodeps_valid_trxuv_tlm,wodeps_valid_trxuv_state,wodeps_valid_eps,wodeps_valid_ants_state_a,wodeps_valid_ants_state_b,wodeps_valid_ants_temp_a,wodeps_valid_ants_temp_b,wodeps_valid_adcs_pwrtemp,wodeps_valid_adcs_state,wodeps_valid_adcs_meas_calibrated,wodeps_valid_adcs_meas_raw,wodeps_valid_obcsupervisor,wodeps_valid_obcepoch,wodeps_valid_obcrtcworking,wodeps_valid_adcs_actcmds,wodeps_valid_qarman_tcs,wodeps_valid_suthermocouple,wodeps_vboost1,wodeps_vboost2,wodeps_vboost3,wodeps_vbatt,wodeps_curin1,wodeps_curin2,wodeps_curin3,wodeps_cursun,wodeps_cursys,wodeps_curch_1,wodeps_curch_2,wodeps_curch_3,wodeps_curch_4,wodeps_curch_5,wodeps_curch_6,wodeps_output_1,wodeps_output_2,wodeps_output_3,wodeps_output_4,wodeps_output_5,wodeps_output_6,wodeps_output_7,wodeps_output_8,wodeps_output_on_delta_1,wodeps_output_on_delta_2,wodeps_output_on_delta_3,wodeps_output_on_delta_4,wodeps_output_on_delta_5,wodeps_output_on_delta_6,wodeps_output_on_delta_7,wodeps_output_on_delta_8,wodeps_output_off_delta_1,wodeps_output_off_delta_2,wodeps_output_off_delta_3,wodeps_output_off_delta_4,wodeps_output_off_delta_5,wodeps_output_off_delta_6,wodeps_output_off_delta_7,wodeps_output_off_delta_8,wodeps_latchup_1,wodeps_latchup_2,wodeps_latchup_3,wodeps_latchup_4,wodeps_latchup_5,wodeps_latchup_6,wodeps_wdt_i2c_time_left,wodeps_wdt_gnd_time_left,wodeps_wdt_csp_ping1_left,wodeps_wdt_csp_ping2_left,wodeps_counter_wdt_i2c,wodeps_counter_wdt_gnd,wodeps_counter_wdt_csp1,wodeps_counter_wdt_csp2,wodeps_counter_boot,wodeps_temp1,wodeps_temp2,wodeps_temp3,wodeps_temp4,wodeps_temp_batt0,wodeps_temp_batt1,wodeps_bootcause,wodeps_battmode,wodeps_pptmode
1999-12-31 23:21:00,1098,260870,2015-04-09 09:22:09,QB50pV2,QB50p1,WOD Bus,Nominal,1258,2521,58,28,10059,946686060,696684,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-6.2578125,-4.0078125,-6.5078125,-3.0078125,-8.7578125,400,389,18.074375,50.133596,81.4516116,116.61267,8.6133,8.096758,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.3708,7,7,true,true,true,false,false,1260,1260,0,14.6046,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,89.1837802,39.8338096,57.7981373,3338.2208965,255,159,None,0,946686060,Detumble + MEMS,0,false,false,false,1220,1227,Nominal,false,false,false,false,10.8125,false,false,14.5,false,false,false,false,10.875,false,false,13.0,false,false,false,false,10.9375,false,false,13.0,-273.0,1044,260871,2015-04-09 09:22:10,QB50pV2,QB50p1,WOD EPS,Nominal,1258,2522,58,28,10060,946686060,696684,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,323,323,8131,0,41,3,6,316,6,4,5,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,5,5,261,963,0,0,127458,6,5,7,7,0,0,4,Normal,MPPT
1999-12-31 23:22:40,1397,277413,2015-04-20 08:37:42,QB50pV2,QB50p1,WOD Bus,Nominal,1474,12095,107,98,59620,946686160,762906,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-12.5078125,-11.7578125,-11.7578125,-11.2578125,-16.2578125,400,256,9.56E-4,9.56E-4,0.0,117.7417,0.624,8.048371,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-9.7992,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-10.3836,7,7,true,true,true,false,false,1360,1360,0,8.4684,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.8367616,40.4447576,57.4706691,3338.2208965,255,238,None,0,946686160,Detumble + MEMS,0,false,false,false,1400,1327,Nominal,false,false,false,false,4.375,false,false,8.25,false,false,false,false,4.4375,false,false,6.75,false,false,false,false,4.4375,false,false,6.75,-273.0,1163,277414,2015-04-20 08:37:43,QB50pV2,QB50p1,WOD EPS,Nominal,1474,12096,107,98,59620,946686160,762906,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8064,0,41,3,6,341,162,4,7,65,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5878,5,5,261,974,0,0,127469,0,0,1,1,0,0,4,Normal,MPPT
1999-12-31 23:23:40,3945,324827,2015-05-20 08:56:54,QB50pV2,QB50p1,WOD Bus,Nominal,2027,2481,117,43,9314,946686220,1021921,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,4.4921875,3.4921875,-6.5078125,2.2421875,7.7421875,256,446,5.966396,50.5724,79.0322568,114.99977,0.9199,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6.564,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5.9796,7,7,true,true,true,false,false,1420,1420,0,3.501,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.8367616,39.8338096,56.9794668,3338.2208965,255,159,None,0,946686220,Detumble + MEMS,0,false,false,false,1963,1387,Nominal,false,false,false,true,-0.875,false,false,3.0,false,false,false,true,-0.9375,false,false,2.5,false,false,false,true,-0.875,false,false,2.25,-273.0,2642,324828,2015-05-20 08:56:54,QB50pV2,QB50p1,WOD EPS,Nominal,2027,2482,117,43,9314,946686220,1021921,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3450,3463,3467,8251,118,270,428,316,316,6,4,3,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834,5,5,261,1004,0,0,127499,0,-1,-1,-3,0,0,4,Normal,MPPT
1999-12-31 23:24:41,3934,324783,2015-05-20 08:56:30,QB50pV2,QB50p1,WOD Bus,Nominal,2027,2437,117,43,9291,946686281,1017961,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,3.9921875,2.2421875,-1.5078125,18.7421875,-0.0078125,401,391,5.449439,42.966464,77.956988,114.5159,4.1748,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4.2264,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2.7654,7,7,true,true,true,false,false,1481,1481,0,4.6698,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,89.1837802,39.8338096,56.9794668,3338.2208965,255,228,None,0,946686281,Detumble + MEMS,0,false,false,false,1926,1447,Nominal,false,false,false,false,0.4375,false,false,4.5,false,false,false,false,0.375,false,false,5.25,false,false,false,false,0.4375,false,false,4.5,-273.0,2631,324784,2015-05-20 08:56:31,QB50pV2,QB50p1,WOD EPS,Nominal,2027,2438,117,43,9291,946686281,1017961,255,15,55,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,2218,2229,2216,8260,244,919,82,304,279,6,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,5,5,261,1002,0,0,127497,1,0,-1,-3,0,0,4,Normal,MPPT
1999-12-31 23:24:45,688,223789,2015-03-13 09:39:22,QB50pV2,QB50p1,WOD Bus,Nominal,865,7867,18,17,39330,946686285,437988,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,4.2421875,3.7421875,7.4921875,7.9921875,-14.7578125,338,418,9.56E-4,9.56E-4,0.0,49.03216,3.583,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-7.7538,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-8.3382,7,7,true,true,true,false,false,1483,1483,0,4.3776,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,86.75465,39.71162,52.7223802,3338.2208965,255,164,None,0,946686284,Detumble + MEMS,0,false,false,false,842,1451,Nominal,false,false,false,true,-0.375,false,false,3.5,false,false,false,true,-0.4375,false,false,3.25,false,false,false,true,-0.4375,false,false,3.0,-273.0,634,223790,2015-03-13 09:39:24,QB50pV2,QB50p1,WOD EPS,Nominal,865,7868,18,18,39331,946686285,437988,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3878,2674,2828,8295,8,987,402,422,205,65,4,7,79,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5771,5,5,261,941,0,0,127436,-1,-2,-1,-3,0,0,4,Normal,MPPT
1999-12-31 23:28:10,3937,324795,2015-05-20 08:56:37,QB50pV2,QB50p1,WOD Bus,Nominal,2027,2449,117,43,9297,946686490,1019041,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-3.5078125,0.7421875,-4.7578125,17.4921875,0.4921875,394,404,8.003871,52.123271,77.956988,114.19332,2.6953,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3.0576,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1.0122,7,7,true,true,true,false,false,1689,1689,0,3.2088,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,87.4486872,39.5894304,56.9794668,3338.2208965,255,249,None,0,946686490,Detumble + MEMS,0,false,false,false,1943,1657,Nominal,false,false,false,true,-0.9375,false,false,3.25,false,false,false,true,-0.9375,false,false,4.0,false,false,false,true,-0.875,false,false,3.25,-273.0,2634,324796,2015-05-20 08:56:37,QB50pV2,QB50p1,WOD EPS,Nominal,2027,2450,117,43,9297,946686490,1019041,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2718,2461,2717,8260,140,943,200,358,316,6,4,3,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5574,5,5,261,1003,0,0,127498,1,0,-1,-4,0,0,4,Normal,MPPT
1999-12-31 23:28:44,689,223794,2015-03-13 09:39:39,QB50pV2,QB50p1,WOD Bus,Nominal,865,7883,25,18,39345,946686524,438012,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,7.4921875,7.2421875,10.9921875,11.7421875,-11.2578125,396,395,9.56E-4,9.56E-4,0.0,49.19345,6.542,8.177403,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-4.2474,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-4.8318,7,7,true,true,true,false,false,1723,1723,0,6.7152,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,86.75465,39.71162,52.8861143,3338.2208965,255,140,None,0,946686524,Detumble + MEMS,0,false,false,false,842,1691,Nominal,false,false,false,false,2.375,false,false,6.25,false,false,false,false,2.25,false,false,6.0,false,false,false,false,2.3125,false,false,5.5,-273.0,635,223795,2015-03-13 09:39:40,QB50pV2,QB50p1,WOD EPS,Nominal,865,7884,26,18,39346,946686524,438012,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3710,2534,3616,8260,8,538,532,370,242,125,4,7,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5539,5,5,261,941,0,0,127436,0,0,0,-1,0,0,4,Normal,MPPT
1999-12-31 23:29:45,690,223798,2015-03-13 09:39:43,QB50pV2,QB50p1,WOD Bus,Nominal,865,7887,26,18,39348,946686585,438018,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,7.9921875,7.7421875,11.7421875,11.9921875,-10.5078125,402,395,9.56E-4,9.56E-4,0.0,49.19345,7.1338,8.177403,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.3708,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.9552,7,7,true,true,true,false,false,1783,1783,0,7.2996,3338.2208965,3328.4457255,2500.0000344,1801.0752936,1004.3988408,87.1016686,39.8338096,53.0498484,3338.2208965,255,140,None,0,946686584,Detumble + MEMS,0,false,false,false,842,1751,Nominal,false,false,false,false,3.0625,false,false,7.0,false,false,false,false,3.0,false,false,6.75,false,false,false,false,3.0,false,false,6.25,-273.0,636,223799,2015-03-13 09:39:45,QB50pV2,QB50p1,WOD EPS,Nominal,865,7888,26,18,39350,946686585,438018,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3989,2953,3569,8232,33,285,381,264,242,130,4,7,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481,5,5,261,941,0,0,127436,1,0,0,-1,0,0,4,Normal,MPPT
1999-12-31 23:30:26,3689,308321,2015-05-11 08:31:26,QB50pV2,QB50p1,WOD Bus,Nominal,1829,3236,78,74,15893,946686626,960905,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-6.0078125,-6.7578125,-8.2578125,15.9921875,-6.2578125,402,386,14.581151,53.697564,80.3763428,117.7417,-0.5596,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.0332,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,1826,1180,1,0.2868,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.1427244,39.71162,56.6519986,3338.2208965,255,219,None,0,946686626,Detumble + MEMS,0,false,false,false,1804,1147,Nominal,false,false,false,true,-4.3125,false,true,-0.25,false,false,false,true,-4.3125,false,false,0.75,false,false,false,true,-4.25,false,false,0.0,-273.0,2386,308322,2015-05-11 08:31:27,QB50pV2,QB50p1,WOD EPS,Nominal,1829,3237,78,74,15894,946686626,960905,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3247,3343,3337,8260,110,996,126,458,399,135,4,5,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445,5,5,261,996,0,0,127491,-1,-3,-5,-7,0,0,4,Normal,MPPT
1999-12-31 23:30:45,691,223802,2015-03-13 09:39:48,QB50pV2,QB50p1,WOD Bus,Nominal,865,7891,26,18,39352,946686645,438024,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,8.4921875,7.9921875,11.9921875,12.7421875,-9.7578125,407,387,9.56E-4,9.56E-4,0.0,49.83861,8.0215,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.3708,7,7,true,true,true,false,false,1843,1843,0,8.1762,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,92.6539662,39.9559992,53.2135825,3338.2208965,255,60,None,0,946686644,Detumble + MEMS,0,false,false,false,842,1811,Nominal,false,false,false,false,3.75,false,false,7.75,false,false,false,false,3.6875,false,false,7.25,false,false,false,false,3.6875,false,false,6.75,-273.0,637,223803,2015-03-13 09:39:49,QB50pV2,QB50p1,WOD EPS,Nominal,865,7892,26,18,39354,946686645,438024,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3767,3305,3448,8295,8,934,323,470,242,125,4,7,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,5,5,261,941,0,0,127436,1,1,1,0,0,0,4,Full,MPPT
1999-12-31 23:31:45,692,223806,2015-03-13 09:39:52,QB50pV2,QB50p1,WOD Bus,Nominal,865,7895,26,18,39357,946686705,438030,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,9.2421875,8.7421875,12.7421875,13.2421875,-9.0078125,396,404,9.56E-4,9.56E-4,0.0,48.87087,8.6133,8.193532,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.9098,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,1903,1903,0,8.7606,3338.2208965,3328.4457255,2500.0000344,1801.0752936,1004.3988408,87.7957058,39.9559992,53.0498484,3338.2208965,255,236,None,0,946686704,Detumble + MEMS,0,false,false,false,842,1871,Nominal,false,false,false,false,4.4375,false,false,8.25,false,false,false,false,4.3125,false,false,8.0,false,false,false,false,4.375,false,false,7.5,-273.0,638,223807,2015-03-13 09:39:53,QB50pV2,QB50p1,WOD EPS,Nominal,865,7896,26,18,39358,946686705,438030,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3824,2740,3847,8270,33,940,200,382,242,128,4,5,82,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5365,5,5,261,941,0,0,127436,2,1,1,0,0,0,4,Normal,MPPT
1999-12-31 23:32:09,1357,277244,2015-04-20 08:34:53,QB50pV2,QB50p1,WOD Bus,Nominal,1474,11923,93,89,59448,946686729,748686,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.5078125,-15.2578125,-18.2578125,-11.5078125,-22.5078125,343,414,14.581151,55.295279,82.2580632,116.45138,-5.8858,8.112887,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-16.2276,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-16.812,7,7,true,true,true,false,false,1929,1929,0,1.1634,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,93.695022,39.8338096,56.8157327,3338.2208965,255,208,None,0,946686729,Detumble + MEMS,0,false,false,false,1343,1897,Nominal,false,false,false,true,-3.5625,false,false,0.25,false,false,false,true,-3.5625,false,true,-0.5,false,false,false,true,-3.5,false,true,-0.75,-273.0,1124,277245,2015-04-20 08:34:54,QB50pV2,QB50p1,WOD EPS,Nominal,1474,11924,93,89,59448,946686729,748686,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,4084,4653,4823,8150,80,332,411,440,341,33,4,7,79,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,5,5,261,971,0,0,127466,-5,-6,-4,-5,0,0,4,Normal,MPPT
1999-12-31 23:32:20,1518,281941,2015-04-22 10:37:47,QB50pV2,QB50p1,WOD Bus,Nominal,1530,3451,114,69,13623,946686740,816678,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-0.2578125,2.2421875,-3.7578125,17.7421875,3.2421875,343,418,12.975071,53.245376,79.301074,115.32235,2.9912,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5.3952,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3.3498,7,7,true,true,true,false,false,1939,1939,0,4.0854,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,88.1427244,39.9559992,56.9794668,3338.2208965,255,247,None,0,946686740,Detumble + MEMS,0,false,false,false,1528,1907,Nominal,false,false,false,true,-0.5,false,false,3.5,false,false,false,true,-0.5,false,false,4.5,false,false,false,true,-0.4375,false,false,3.75,-273.0,1287,281942,2015-04-22 10:37:48,QB50pV2,QB50p1,WOD EPS,Nominal,1530,3452,114,69,13623,946686740,816678,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2949,2312,2948,8251,38,975,270,352,316,6,4,5,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,5,5,261,981,0,0,127476,2,1,0,-2,0,0,4,Normal,MPPT
1999-12-31 23:32:29,3918,321339,2015-05-18 10:06:29,QB50pV2,QB50p1,WOD Bus,Nominal,1977,17942,211,185,88336,946686749,1009570,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,8.2421875,13.4921875,0.7421875,22.9921875,14.4921875,412,382,13.311344,28.943856,77.4193536,115.48364,15.419,8.258048,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15.33,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13.2846,7,7,true,true,true,false,false,1949,1949,0,17.5266,3343.108482,3323.55814,2500.0000344,1801.0752936,1006.8426336,89.1837802,39.9559992,57.9618714,3338.2208965,255,115,None,0,946686749,Detumble + MEMS,0,false,false,false,1905,1917,Nominal,false,false,false,false,13.8125,false,false,17.5,false,false,false,false,13.875,false,false,17.75,false,false,false,false,13.75,false,false,17.25,-273.0,2617,321340,2015-05-18 10:06:30,QB50pV2,QB50p1,WOD EPS,Nominal,1977,17943,211,185,88337,946686749,1009570,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2243,2274,2280,8279,325,655,140,276,316,6,4,3,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304,5,5,261,1001,0,0,127496,14,12,11,9,0,0,4,Normal,MPPT
